filepath,speaker,label,dataset
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/X_zbB1_cPAg_Deputy_Caoimhghín_Ó_Caoláin_-_Private_Members__Bus__2500397918.wav,caoimhghin o caolain,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FHBKsNe5ebo_Deputy_Caoimhghín_Ó_Caoláin_-_Government_Business___46249637d3.wav,caoimhghin o caolain,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Xo7H6-aaIc0_Deputy_Carol_Nolan_-_Private_Members__Business_-_1__8d032d49d8.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HSiagSCGrzg_Deputy_Carol_Nolan_-_Questions_on_Promised_Legisla__5e3e15f5ba.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/igde1dKg3co_Deputy_Carol_Nolan_-_Questions_on_Promised_Legisla__b8e6c9d38d.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5Cia1zvJSKY_Deputy_Carol_Nolan_-_Questions_on_Promised_Legisla__f7b5b41b86.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/4D_jWH-f0EU_Deputy_Carol_Nolan_-_Private_Members__Business_-_1__8e543836f2.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/upKoTc2ZI88_Deputy_Carol_Nolan_-_Order_of_Business_-_24_Sep_20__c0e7ebef75.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/nMSHb3xmbTI_Deputy_Carol_Nolan_-_Government_Business_-_17_Sep___5233bc9d60.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VEjzh3UQ9Ow_Deputy_Carol_Nolan_-_Priority_Questions__-_14_May___246ffc37c5.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/pxFQ-Hiihms_Deputy_Carol_Nolan_-_Private_Members__Business_-_1__ee9cd8f7e9.wav,carol nolan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Iesic3dzR3g_Senator_Catherine_Ardagh_-_speech_from_28_May_2019__7544c79860.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Znxihz1wjQU_Senator_Catherine_Ardagh_-_speech_from_18_Jun_2019__33970d1ef4.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Xw_kboMdmLI_Senator_Catherine_Ardagh_-_Order_of_Business_-_14___430be20aa6.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3fPwXRxefr0_Senator_Catherine_Ardagh_-_speech_from_8_May_2019__177417fa16.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/WnN433u6vfU_Senator_Catherine_Ardagh_-_Order_of_Business_-_8_M__d3432fd025.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7V-Lhib_Ce4_Senator_Catherine_Ardagh_-_speech_from_21_May_2019__9d7c173afa.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FmkupHD0HX8_Catherine_Ardagh_-_speech_from__16_Apr_2019__bd46b63d5d.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/swQUpLTT7AU_Catherine_Ardagh_-_speech_from__18_Apr_2019__eadc3eee93.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SAFAZLiDtt0_Catherine_Ardagh_-_speech_from__17_Apr_2019__402b5c42d4.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/XxMNag5d8Zw_Catherine_Ardagh_-_speech_from__18_Apr_2019__fbf8480ad6.wav,catherine ardagh,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xCjkXTdEC-M_Senator_Máire_Devine_-_speech_from_26_Jun_2019__c59b907b37.wav,maire devine,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7hKBX8pCdSA_Deputy_Catherine_Connolly_-_Government_Business_-___fb99b09689.wav,catherine connolly,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/evCYs0For50_Deputy_Catherine_Connolly_-_Private_Members__Busin__1808a45fdd.wav,catherine connolly,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/zpuHn9m57rU_Deputy_Catherine_Connolly_-_Private_Members__Busin__696002f203.wav,catherine connolly,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/QTH69EhFAu0_Deputy_Catherine_Connolly_-_Private_Members__Busin__a2f344ee87.wav,catherine connolly,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/nRDcBPJSJqk_Deputy_Catherine_Connolly_-_Private_Members__Busin__bc9b42cfdb.wav,catherine connolly,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SduElsWug5M_Senator_Máire_Devine_-_speech_from_16_May_2019__f8b53c470c.wav,maire devine,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/x5nUeZdUde8_Senator_Máire_Devine_-_speech_from_21_May_2019__61bfee79a7.wav,maire devine,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8WsjgXTbkpA_Deputy_Katherine_Zappone_-_Government_Business_-_1__bed83ac218.wav,katherine zappone,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/R4H0rtqNfso_Senator_Kevin_Humphreys_-_speech_from_2_Jul_2019__b865d5605d.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/d9OS0_uD1Gc_Deputy_Catherine_Murphy_-_Government_Business_-_9___cd1c29b445.wav,catherine murphy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oIOw95P62nc_Deputy_Catherine_Murphy_-_Order_of_Business_-_05_0__b9ae362abf.wav,catherine murphy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/GDrNe5VNK88_Deputy_Catherine_Murphy_-_Topical_Issues_-_18_Sep___0d569f4810.wav,catherine murphy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/p_Ogeu0pu6s_Deputy_Catherine_Murphy_-_Priority_Questions_-_19___1e7814fe14.wav,catherine murphy,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oFwtmufYUyQ_Catherine_Noone_-_speech_from__16_Apr_2019__146e48f976.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ypI0pGV9Vqc_Senator_Catherine_Noone_-_speech_from_11_Jun_2019__a26fede8c0.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0QlkCZwiLFM_Catherine_Noone__-_speech_from__11_Apr_2019__6b8c2ce8d6.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/B9zLnM5tpk4_Catherine_Noone__-_speech_from__16_Apr_2019__7a60060c5f.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/qgJkewHZd3Y_Senator_Catherine_Noone_-_speech_from_25_Sep_2019__88c1f5f8e2.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rdx-Zq9UbSs_Senator_Catherine_Noone_-_speech_from_22_May_2019__897f441c95.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FARcIl_LHDs_Senator_Catherine_Noone_-_speech_from_26_Jun_2019__d2cb2742a2.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7vcJIZzaRJ4_Catherine_Noone__-_speech_from__11_Apr_2019__13a809a8bf.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Tk5gJKqUoRc_Senator_Catherine_Noone_-_speech_from_29_May_2019__b30671c72b.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/rjJr2PTEpa8_Senator_Catherine_Noone_-_speech_from_14_May_2019__9077f70299.wav,catherine noone,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Vq4CX-43qqE_Charles_Flanagan_-_speech_from__10_Apr_2019__3f84422737.wav,charles flanagan,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/YkPJ5cyg6ug_Deputy_Charlie_McConalogue_-_Questions_on_Promised__babf1c6937.wav,charlie mcconalogue,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/VUsyaTLGxwQ_Deputy_Charlie_McConalogue_-_Questions_on_Promised__3204e1b2d1.wav,charlie mcconalogue,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bXiBiFIj3bA_Deputy_Charlie_McConalogue_-_Government_Business_-__343b06c762.wav,charlie mcconalogue,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/24oeW7oV--s_Deputy_Charlie_McConalogue_-_Priority_Questions_-___2e0babe327.wav,charlie mcconalogue,Ulster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0r3MdoweYQ8_Deputy_Ciaran_Cannon_-_Government_Business_-_11_04__ffe06b334c.wav,ciaran cannon,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/XNZaAKyHcnw_Deputy_Ciaran_Cannon_-_Government_Business_-_19_Se__5572ad269b.wav,ciaran cannon,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/FCsF-Fu_oM0_Colette_Kelleher_-_speech_from__18_Apr_2019__6a0e712489.wav,colette kelleher,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ZjaEI9HxFHs_Senator_Colette_Kelleher_-_speech_from_12_Jun_2019__316ac4af01.wav,colette kelleher,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/mGfased9qBo_Senator_Colette_Kelleher_-_speech_from_-_14_May_20__5e086b58da.wav,colette kelleher,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DGn-Gt1DB2A_Senator_Colette_Kelleher_-_speech_from_3_Oct_2019__77e332cea5.wav,colette kelleher,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/b7KGuv83SMY_Senator_Colette_Kelleher_-_speech_from_30_May_2019__475d283d44.wav,colette kelleher,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_d1ZBsNcBHk_Colm_Burke_-_speech_from__09_Apr_2019__bf4612100f.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/galH4QXpVxQ_Senator_Colm_Burke_-_speech_from_16_May_2019__9bb11e3d82.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/A_utTV03Wwo_Senator_Colm_Burke_-_speech_from_11_Jun_2019__78220f1a72.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/2tmjcpUmXV8_Colm_Burke__-_speech_from__11_Apr_2019__c46989d94a.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Rz-UfN7Bss8_Senator_Colm_Burke_-_speech_from_12_Jul_2019__fccfdf174d.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/zf5WnSsOurA_Senator_Colm_Burke_-_speech_from_28_May_2019__2996369687.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/fE_5UH0b9QA_Senator_Colm_Burke_-_Order_of_Business_-_14_May_20__c1f639f2da.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/3gToPfyO328_Senator_Colm_Burke_-_Commencement_Matters_-_8_May___31b73ef51b.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/RNFTEfkWaVI_Colm_Burke__-_speech_from__16_Apr_2019__573e43e5c4.wav,colm burke,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/o6DVtu2oe-g_Deputy_Damien_English_-_Private_Members__Business___6b060381a3.wav,damien english,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uBMxSVpIgqo_Deputy_Danny_Healy-Rae_-_Government_Business_-_17___24f865b0e7.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/idiD7dwaSFk_Deputy_Danny_Healy-Rae_-_Order_of_Business_-_28_Ma__daa19651bc.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SFME9S-L0Rs_Deputy_Danny_Healy-Rae_-_Private_Members__Business__8524fbf028.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/u_KQsulg_1A_Deputy_Danny_Healy-Rae_-_Private_Members__Business__b55f2f93c3.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/sc-Qlb_McNE_Deputy_Danny_Healy-Rae_-_Private_Members__Business__26a54fbcd8.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/b2gN0wsm7lc_Deputy_Danny_Healy-Rae_-_Order_of_Business_-_05_03__0443321342.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kDKeZoZlwIk_Deputy_Danny_Healy-Rae_-_Government_Business_-_17___5ac93e3aea.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/k9gYaJMFOZc_Deputy_Danny_Healy-Rae_-_Leaders__Questions_-_06_0__d4a7395f29.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/CPHu82wWe04_Deputy_Danny_Healy-Rae_-_Questions_on_Promised_Leg__b0be6333a8.wav,danny healy,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/nVVXsAY288g_Deputy_Dara_Calleary_-_Leaders__Questions_-_11_04___2ec38e5538.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/n2gwtYMvYXs_Deputy_Dara_Calleary_-_Other_Questions_-_13_03_201__2881eee527.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/EAIzbzqoiYA_Deputy_Dara_Calleary_-_Government_Business_-_12_03__12e6a74a41.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HbKt052-moM_Deputy_Dara_Calleary_-_Private_Members__Business_-__08fed10371.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/BXbqq5Uh5-0_Deputy_Dara_Calleary_-_Leaders__Questions__-_16_Ma__cc9f81f9be.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_xQd0K6t0s0_Deputy_Dara_Calleary_-_Private_Members__Business_-__f2af35f116.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kvEtfr5IUcY_Deputy_Dara_Calleary_-_Topical_Issues_-_13_03_2019__ed28fec29a.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/d6b_oS-xF7w_Deputy_Dara_Calleary_-_Leaders__Questions_-_20_Jun__fcbef7e564.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/6bhKka9GvNI_Deputy_Dara_Calleary_-_Leaders__Questions_-_07_03___8385365620.wav,dara calleary,Connacht,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/TtRvVsC21nA_Deputy_Darragh_O_Brien_-_Other_Questions_-_18_Sep___a4445f9c6f.wav,darragh o'brien,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/0u3XrhzdkwE_Deputy_Darragh_O_Brien_-_Private_Members__Business__997cd55cda.wav,darragh o'brien,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5rDGAzXabMg_Deputy_Darragh_O_Brien_-_Government_Business_-_11___80c4bef223.wav,darragh o'brien,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hJTvvUHKmz4_Deputy_Darragh_O_Brien_-_Government_Business_-_15___98ad677400.wav,darragh o'brien,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/UFxrLE7yNNI_Deputy_David_Cullinane_-_Government_Business_-_17___1d695f4f42.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/uUQ_OzYat3M_Deputy_David_Cullinane_-_Leaders__Questions_-_12_0__f97909dc66.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Pmuo6dnxVe8_Deputy_David_Cullinane_-_Private_Members__Business__ba25b849da.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/8OSGuI0UhXw_Deputy_David_Cullinane_-_Leaders__Questions_-_4_Ju__29a5e83d4e.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/QlSXb_eG6fQ_Deputy_David_Cullinane_-_Government_Business_-_17___bd8b5f4a11.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/buya4JIU3H0_Deputy_David_Cullinane_-_Government_Business_-_05___24260a689b.wav,david cullinane,Munster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/kVSQFTn8XhY_Kevin_Humphreys__-_speech_from__16_Apr_2019__4b9e8c1ebc.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DmtFA-yrha8_Kevin_Humphreys_-_speech_from__18_Apr_2019__eae2ee5f41.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/DgkxmGhDjB8_Senator_Kevin_Humphreys_-_speech_from_16_May_2019__b789e1cd88.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/oii_Z2JcSCI_Senator_Kevin_Humphreys_-_speech_from_21_May_2019__6ce139a36c.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/5GQMuGv-wAU_Senator_Kevin_Humphreys_-_speech_from_24_Sep_2019__501df50c71.wav,kevin humphreys,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/s52vwZM55To_Deputy_Bríd_Smith_-_Leaders__Questions_-_11_Jun_20__e54b08304c.wav,brid smith,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/P6ICLcu17f0_Deputy_Bríd_Smith_-_Government_Business_-_10_Jul_2__7cb688820f.wav,brid smith,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SphzafMbjDE_Deputy_Bríd_Smith_-_Order_of_Business_-_17_Sep_201__8398401c7c.wav,brid smith,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/puDseuNiSVM_Deputy_Bríd_Smith_-_Other_Questions_-_05_03_2019__3142c91ae1.wav,brid smith,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/7bKbpbZ2T7I_Deputy_Mick_Barry_-_Private_Members__Business_-_12__bc86e4335d.wav,mick barry,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/__3ICC7-lwI_Deputy_Mick_Barry_-_Order_of_Business_-_19_Jun_201__d97f3f1bbf.wav,mick barry,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_BQdENYAFD8_Deputy_Mick_Barry_-_Government_Business_-_17_Sep_2__e66fcb6338.wav,mick barry,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/_4FCd-dw8Rk_Deputy_Mick_Barry_-_Private_Members__Business_-_14__1d0bb27547.wav,mick barry,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/hdRjXy9MYDw_Deputy_Seán_Haughey_-_Taoiseach_s_Questions_-_27_0__2161e7c3e9.wav,sean haughey,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/HeRR2izh5Hc_Deputy_Seán_Haughey_-_Government_Business_-_18_Sep__dc1a3aba36.wav,sean haughey,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/lSxK-AVCiF0_Deputy_Seán_Haughey_-_Questions_on_Promised_Legisl__f4d4a8d916.wav,sean haughey,Leinster,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/ppGNNzvoV7s_David_P_B__Norris_-_speech_from__16_Apr_2019__96c4c5a5f3.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/iZqsHzwvJ1w_David_P_B__Norris_-_speech_from__10_Apr_2019__f928535e0f.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/iuvGLcD9wPY_David_P_B__Norris_-_speech_from__18_Apr_2019__2a4ee49ae6.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/tmzcG3KbVxE_David_P_B__Norris_-_speech_from__10_Apr_2019__e5c0d5724c.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/vY5XnwMlNfQ_David_P_B__Norris_-_speech_from__10_Apr_2019__6394afcce4.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/MS1gMaz_SOI_David_P_B__Norris_-_speech_from__10_Apr_2019__fc679ffeaf.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/OK7tciFRBxw_David_P_B__Norris_-_speech_from__17_Apr_2019__631345d9e5.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/L15F_v5nSs8_David_P_B__Norris_-_speech_from__09_Apr_2019__b433bcaa71.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/xxFRDsC-Uj4_David_P_B__Norris_-_speech_from__10_Apr_2019__d06bb2f83e.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/Yf9OCupRpnw_David_P_B__Norris_-_speech_from__17_Apr_2019__4d1141a926.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/JAZKsNZLD5I_David_P_B__Norris__-_speech_from__16_Apr_2019__ced9879df5.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/sbmNTCX77FM_David_P_B__Norris__-_speech_from__16_Apr_2019__021ae53975.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/bONT51SY9Aw_David_P_B__Norris_-_speech_from__10_Apr_2019__2d161536de.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/dhSEtIZSsCQ_David_P_B__Norris_-_speech_from__10_Apr_2019__30dc47123c.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/u587Rpi5tsM_David_P_B__Norris_-_speech_from__10_Apr_2019__29d74fa1dc.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/SdqphTh2H_M_David_P_B__Norris_-_speech_from__10_Apr_2019__a2c87534d8.wav,david p b norris,Other,DAIL
/Users/cianan/Documents/College/GitHub/FYP/Data/segments_clean_lufs10s/RPLUN5Wbj4I_David_P_B__Norris_-_speech_from__10_Apr_2019__f15e46be9c.wav,david p b norris,Other,DAIL
